check_id,user_id,ts,amount_searched_inr,tenor_days,best_rate_shown_pa,banks_compared,booked_within_24h,time_on_page_seconds,language,device,city_tier,comparison_competitor
RC417684622,USR000900,2025-10-03 19:40:07,25000,1825,8.57,6,False,247,en,Android,T1,jar.app
RC494751036,USR000178,2026-03-11 18:01:54,100000,730,8.09,3,False,156,bn,Web-Mobile,T2,fixed.com
RC834028642,USR000727,2025-10-11 07:54:09,100000,1825,8.18,5,False,154,en,iOS,T2,fixed.com
RC680177735,USR000727,2025-11-07 15:09:14,250000,180,7.07,6,False,357,en,iOS,T2,jar.app
RC116934476,USR000727,2026-02-25 13:58:56,50000,180,7.69,5,False,360,en,iOS,T2,fixed.com
RC218184424,USR000727,2026-03-22 08:26:50,1000000,90,7.7,4,False,149,en,iOS,T2,fixed.com
RC781332174,USR000727,2025-07-27 15:53:00,25000,180,8.11,2,False,230,en,iOS,T2,stable_money
RC331556807,USR000727,2025-09-28 18:57:55,25000,90,8.2,2,False,306,en,iOS,T2,fixed.com
RC525371527,USR000439,2025-09-24 10:42:07,10000,730,7.63,8,False,98,en,Web-Desktop,T2,none
RC436111004,USR000444,2025-12-23 09:28:27,50000,180,8.24,8,True,60,en,Web-Desktop,T2,fixed.com
RC345667891,USR000444,2025-09-27 02:00:09,500000,180,7.2,3,True,15,en,Web-Desktop,T2,self_compared
RC503017499,USR000444,2025-06-16 16:28:46,25000,365,7.33,8,False,21,en,Web-Desktop,T2,stable_money
RC556552284,USR000444,2026-01-29 10:18:10,1000000,1825,6.66,7,True,243,en,Web-Desktop,T2,self_compared
RC876348605,USR000859,2025-09-20 22:01:06,25000,90,8.5,7,False,240,bn,Android,T2,stable_money
RC342431440,USR000859,2025-07-26 10:53:59,25000,730,6.51,3,False,358,bn,Android,T2,jar.app
RC772607290,USR000859,2026-02-07 05:07:47,1000000,730,7.27,4,False,173,bn,Android,T2,self_compared
RC851375334,USR000859,2025-09-03 08:39:55,50000,365,8.26,3,False,17,bn,Android,T2,none
RC284792925,USR000758,2025-09-06 22:19:02,10000,180,7.25,6,False,64,te,Web-Mobile,T1,fixed.com
RC639846957,USR000758,2025-11-10 13:59:58,250000,730,7.64,5,False,224,te,Web-Mobile,T1,wint
RC262486331,USR000758,2025-10-11 08:09:48,10000,365,7.94,6,False,369,te,Web-Mobile,T1,fixed.com
RC847407522,USR000758,2025-09-23 23:12:34,1000000,730,7.57,6,False,369,te,Web-Mobile,T1,wint
RC457440767,USR000758,2026-02-07 01:32:56,25000,1825,8.16,7,True,128,te,Web-Mobile,T1,jar.app
RC851868716,USR000758,2025-06-01 06:54:02,250000,730,7.89,8,False,62,te,Web-Mobile,T1,none
RC129162382,USR000401,2026-02-05 13:37:00,500000,365,6.89,2,False,277,en,Android,T2,fixed.com
RC241747245,USR000401,2026-02-21 08:28:54,500000,180,7.14,3,False,412,en,Android,T2,fixed.com
RC713055973,USR000401,2025-11-05 13:44:30,100000,90,8.32,6,False,395,en,Android,T2,jar.app
RC833675220,USR000401,2025-08-03 19:18:36,50000,180,7.83,8,False,9,en,Android,T2,none
RC758239711,USR000601,2025-12-21 18:55:37,10000,730,6.68,3,False,170,en,Web-Desktop,T3,self_compared
RC271252950,USR000601,2026-03-15 21:10:02,50000,90,7.31,6,False,232,en,Web-Desktop,T3,stable_money
RC623063171,USR000601,2026-03-21 05:08:58,50000,365,8.53,5,False,352,en,Web-Desktop,T3,self_compared
RC720171734,USR000601,2026-01-12 17:04:03,10000,1825,7.55,5,False,107,en,Web-Desktop,T3,wint
RC306971773,USR000601,2025-10-20 00:38:49,100000,730,6.73,5,False,357,en,Web-Desktop,T3,jar.app
RC424646340,USR000007,2025-06-20 01:36:37,1000000,180,6.95,5,False,156,en,Android,T2,none
RC724336933,USR000007,2026-01-26 20:00:17,1000000,1825,8.07,2,False,357,en,Android,T2,self_compared
RC855473820,USR000007,2026-01-29 22:32:38,25000,180,7.37,4,False,292,en,Android,T2,stable_money
RC115237288,USR000007,2025-11-03 20:05:00,500000,1825,7.56,3,False,335,en,Android,T2,wint
RC596791045,USR000640,2025-11-07 11:14:51,500000,180,6.73,4,False,400,en,Android,T2,stable_money
RC370397616,USR000640,2026-03-12 07:41:05,100000,365,8.22,3,False,39,en,Android,T2,self_compared
RC731662252,USR000640,2026-01-07 03:18:20,1000000,730,7.28,5,False,350,en,Android,T2,self_compared
RC905407468,USR000640,2025-07-02 16:24:37,1000000,730,7.24,2,False,356,en,Android,T2,stable_money
RC414866010,USR000640,2025-09-16 04:22:11,1000000,180,7.28,5,False,391,en,Android,T2,stable_money
RC462476258,USR000640,2025-11-04 02:40:14,250000,730,8.18,7,False,345,en,Android,T2,self_compared
RC890169946,USR000377,2026-01-10 03:10:52,50000,1825,6.98,3,True,79,mr,iOS,T2,none
RC702610239,USR000683,2025-08-20 12:10:22,10000,1825,7.3,5,False,214,hi,Web-Desktop,T2,fixed.com
RC397674325,USR000412,2025-11-17 00:34:27,50000,180,6.7,7,False,283,mr,Android,T3,none
RC417993872,USR000208,2025-11-16 11:03:22,500000,90,7.0,7,False,69,hi,Web-Mobile,T2,wint
RC100189253,USR000208,2026-03-25 06:46:12,25000,730,8.05,7,False,379,hi,Web-Mobile,T2,self_compared
RC409085873,USR000140,2025-10-04 09:00:50,250000,365,8.1,6,False,305,hi,Web-Mobile,T2,fixed.com
RC141112107,USR000140,2026-03-03 20:31:15,1000000,365,7.9,2,True,304,hi,Web-Mobile,T2,self_compared
RC401547854,USR000662,2025-11-29 17:43:50,250000,90,6.6,6,False,79,hi,iOS,T1,none
RC921077405,USR000662,2025-11-03 10:22:45,250000,180,7.6,7,True,146,hi,iOS,T1,fixed.com
RC651777171,USR000662,2026-01-28 15:46:18,250000,365,8.5,2,False,337,hi,iOS,T1,jar.app
RC707724645,USR000662,2025-12-28 15:11:11,250000,1825,7.19,8,False,330,hi,iOS,T1,none
RC790913101,USR000662,2026-01-04 03:23:14,1000000,1825,6.59,4,False,136,hi,iOS,T1,wint
RC469990445,USR000769,2026-02-11 05:12:36,50000,90,6.68,8,False,396,bn,Android,T1,none
RC111564088,USR000769,2025-08-12 14:04:36,250000,365,6.87,5,False,243,bn,Android,T1,stable_money
RC390152955,USR000769,2026-01-28 05:48:44,25000,730,6.78,2,False,417,bn,Android,T1,jar.app
RC483457417,USR000769,2025-09-01 11:08:39,50000,180,8.21,6,True,102,bn,Android,T1,self_compared
RC871823060,USR000769,2026-02-11 04:05:14,250000,365,6.6,7,True,149,bn,Android,T1,wint
RC471393010,USR000536,2025-10-28 01:24:18,10000,1825,6.59,8,False,350,en,Web-Desktop,T1,wint
RC513685958,USR000536,2025-09-21 06:14:47,10000,365,6.91,4,False,63,en,Web-Desktop,T1,none
RC593985572,USR000536,2025-11-24 11:31:07,500000,90,8.35,6,True,54,en,Web-Desktop,T1,jar.app
RC897741172,USR000536,2025-09-13 23:42:26,250000,365,7.68,5,False,144,en,Web-Desktop,T1,self_compared
RC445772245,USR000536,2025-11-23 11:02:23,10000,180,8.38,5,False,34,en,Web-Desktop,T1,jar.app
RC245736776,USR000536,2026-03-21 17:32:06,500000,365,8.06,4,True,68,en,Web-Desktop,T1,stable_money
RC623972513,USR000299,2026-01-18 01:33:20,10000,365,8.35,2,False,62,en,Android,T1,jar.app
RC837164903,USR000350,2025-11-29 21:10:03,100000,90,7.56,8,False,51,mr,Web-Desktop,T2,fixed.com
RC586226247,USR000350,2026-01-01 06:25:08,25000,1825,6.83,4,False,76,mr,Web-Desktop,T2,self_compared
RC569206181,USR000350,2025-11-08 20:39:32,50000,365,7.75,7,False,243,mr,Web-Desktop,T2,none
RC223516547,USR000350,2025-06-25 20:34:44,500000,730,7.54,5,False,144,mr,Web-Desktop,T2,stable_money
RC896306720,USR000350,2025-11-11 07:44:25,25000,730,7.64,5,False,150,mr,Web-Desktop,T2,fixed.com
RC685940368,USR000350,2025-11-17 10:52:13,1000000,730,8.25,5,True,112,mr,Web-Desktop,T2,self_compared
RC401336922,USR000770,2025-07-04 11:42:09,250000,90,7.42,5,True,51,hi,Android,T1,fixed.com
RC682608524,USR000770,2025-09-21 08:37:15,25000,730,7.12,6,False,271,hi,Android,T1,self_compared
RC944649544,USR000770,2026-03-06 04:10:48,10000,365,7.03,6,False,17,hi,Android,T1,wint
RC692948997,USR000816,2025-08-14 15:53:34,100000,90,7.94,6,False,371,en,Android,T2,self_compared
RC342034340,USR000274,2026-03-27 19:54:27,25000,1825,7.4,5,False,357,en,iOS,T2,wint
RC945636872,USR000750,2025-10-05 12:07:12,500000,90,6.95,5,False,340,hi,Android,T2,wint
RC443396718,USR000750,2025-08-14 07:02:50,50000,1825,7.67,2,False,350,hi,Android,T2,self_compared
RC215218699,USR000750,2025-11-11 01:51:49,1000000,180,6.78,7,False,342,hi,Android,T2,stable_money
RC919458945,USR000750,2026-02-17 09:03:23,250000,730,8.38,2,False,92,hi,Android,T2,fixed.com
RC640068961,USR000912,2026-02-26 05:04:04,50000,730,7.34,5,False,296,en,Android,T1,wint
RC867220666,USR000363,2025-06-09 13:10:13,500000,365,6.74,2,False,208,te,Android,T1,fixed.com
RC285842546,USR000363,2025-07-25 00:30:38,500000,365,6.88,2,False,358,te,Android,T1,wint
RC607047476,USR000363,2025-10-20 03:13:39,25000,180,7.45,3,False,389,te,Android,T1,jar.app
RC582976039,USR000363,2025-06-29 21:17:42,100000,180,6.85,5,False,138,te,Android,T1,self_compared
RC302659982,USR000363,2026-01-21 20:04:56,1000000,180,8.17,4,True,354,te,Android,T1,stable_money
RC374767781,USR000363,2026-03-03 04:11:00,10000,365,7.55,5,False,143,te,Android,T1,wint
RC946195327,USR000798,2025-09-30 05:53:34,1000000,365,7.94,6,False,81,en,iOS,T1,wint
RC809740073,USR000798,2025-09-04 13:46:19,10000,180,7.22,6,False,215,en,iOS,T1,fixed.com
RC667462689,USR000798,2025-07-26 13:12:17,100000,90,8.02,7,False,330,en,iOS,T1,jar.app
RC964214510,USR000798,2026-03-11 18:17:32,10000,1825,7.71,5,False,147,en,iOS,T1,fixed.com
RC803227430,USR000798,2026-01-30 02:45:44,250000,180,7.49,6,True,387,en,iOS,T1,fixed.com
RC609040871,USR000505,2025-07-04 00:16:14,50000,365,7.39,6,True,133,hi,Android,T1,wint
RC318828717,USR000505,2025-06-12 16:20:01,250000,365,7.23,5,True,126,hi,Android,T1,none
RC367912642,USR000774,2026-01-23 01:20:09,50000,365,8.36,3,True,230,kn,Android,T2,self_compared
RC296735336,USR000774,2025-09-26 01:58:04,250000,90,6.66,8,False,420,kn,Android,T2,self_compared
RC105900062,USR000774,2025-09-21 13:18:51,50000,730,7.36,5,False,10,kn,Android,T2,self_compared
RC802477660,USR000774,2025-12-23 07:47:59,1000000,730,8.11,4,True,152,kn,Android,T2,none
RC441826455,USR000780,2025-07-18 14:12:04,1000000,730,6.69,5,False,166,gu,Android,T2,fixed.com
RC375401499,USR000864,2026-02-15 14:59:17,1000000,365,7.87,6,True,145,hi,Web-Desktop,T2,wint
RC483020940,USR000864,2025-07-08 08:54:42,100000,365,7.76,5,False,161,hi,Web-Desktop,T2,jar.app
RC618618710,USR000864,2025-08-31 14:55:24,100000,730,8.12,8,False,330,hi,Web-Desktop,T2,wint
RC796158460,USR000991,2025-12-26 22:06:54,50000,1825,6.54,5,True,56,en,iOS,T2,wint
RC980344053,USR000991,2025-06-28 15:59:15,50000,180,6.69,2,True,83,en,iOS,T2,fixed.com
RC989717351,USR000991,2025-11-16 21:22:33,1000000,90,8.16,6,False,246,en,iOS,T2,fixed.com
RC526810053,USR000583,2025-12-30 15:05:00,250000,365,8.56,8,False,23,en,Web-Mobile,T2,fixed.com
RC835060974,USR000620,2025-09-14 16:54:03,250000,730,8.13,5,True,248,mr,Android,T2,none
RC130624534,USR000620,2025-06-22 06:05:41,50000,180,7.85,7,False,279,mr,Android,T2,jar.app
RC742968292,USR000620,2025-11-20 06:21:03,1000000,180,8.42,8,False,264,mr,Android,T2,wint
RC376539988,USR000620,2026-01-15 12:47:04,1000000,730,7.1,3,False,246,mr,Android,T2,fixed.com
RC840034552,USR000620,2025-12-04 17:42:19,50000,365,6.68,3,False,28,mr,Android,T2,wint
RC702239524,USR000156,2025-08-08 16:15:30,1000000,180,8.5,7,False,366,en,Android,T3,stable_money
RC215926345,USR000156,2025-10-23 07:54:12,500000,180,7.89,2,False,356,en,Android,T3,stable_money
RC863471401,USR000156,2026-01-07 09:10:41,25000,730,8.44,7,False,305,en,Android,T3,jar.app
RC970702298,USR000156,2025-07-26 22:36:57,100000,90,8.18,6,False,202,en,Android,T3,fixed.com
RC773242658,USR000447,2026-03-16 01:50:46,50000,1825,8.3,6,False,108,en,Android,T1,none
RC399499606,USR000447,2026-02-05 04:00:36,500000,180,8.31,7,False,79,en,Android,T1,jar.app
RC985919866,USR000447,2025-09-08 06:10:54,250000,365,6.87,7,False,303,en,Android,T1,self_compared
RC965220967,USR000447,2026-02-12 12:00:46,1000000,180,8.48,3,False,95,en,Android,T1,fixed.com
RC427140909,USR000447,2025-11-06 21:56:06,25000,90,7.62,3,True,131,en,Android,T1,stable_money
RC262548413,USR000447,2026-02-26 17:18:37,25000,180,7.68,8,False,188,en,Android,T1,self_compared
RC168534933,USR000471,2025-11-25 07:29:23,50000,90,7.85,2,True,186,ta,Android,T1,none
RC299609352,USR000471,2025-09-30 19:50:13,500000,1825,8.41,7,True,271,ta,Android,T1,fixed.com
RC477147164,USR000851,2026-02-07 18:52:46,50000,1825,7.72,2,True,355,ta,iOS,T3,wint
RC403348825,USR000851,2025-11-02 00:21:10,1000000,365,6.86,5,False,140,ta,iOS,T3,none
RC962087702,USR000851,2025-08-28 19:15:16,25000,180,8.25,8,False,140,ta,iOS,T3,self_compared
RC704165573,USR000851,2026-03-11 15:06:02,10000,365,6.65,7,False,325,ta,iOS,T3,self_compared
RC225689510,USR000851,2026-03-26 22:59:59,500000,180,6.63,2,False,341,ta,iOS,T3,stable_money
RC701555003,USR000976,2026-03-25 22:24:05,50000,90,6.72,7,False,11,hi,Web-Desktop,T3,jar.app
RC991761918,USR000976,2025-07-29 00:31:28,25000,90,7.47,7,True,119,hi,Web-Desktop,T3,stable_money
RC125260762,USR000976,2025-09-04 19:09:34,250000,730,6.53,8,False,364,hi,Web-Desktop,T3,self_compared
RC576541459,USR000976,2025-06-24 00:02:48,100000,180,6.93,2,False,65,hi,Web-Desktop,T3,wint
RC870651739,USR000976,2026-02-09 19:31:13,1000000,90,6.8,5,False,218,hi,Web-Desktop,T3,wint
RC665102823,USR000303,2025-07-09 20:49:40,100000,180,6.73,3,False,299,hi,iOS,T3,jar.app
RC648419692,USR000303,2025-11-07 12:08:26,500000,180,6.76,6,False,119,hi,iOS,T3,stable_money
RC151168370,USR000283,2026-01-18 10:38:38,1000000,180,7.1,6,False,16,en,Android,T2,self_compared
RC389803616,USR000283,2025-06-29 17:51:48,10000,90,7.58,7,False,367,en,Android,T2,stable_money
RC467475984,USR000283,2025-09-03 11:28:29,1000000,180,8.25,5,False,246,en,Android,T2,wint
RC143080271,USR000283,2026-01-23 07:51:22,250000,1825,7.99,2,True,51,en,Android,T2,self_compared
RC808194176,USR000283,2025-07-20 12:07:17,100000,180,7.76,2,True,369,en,Android,T2,self_compared
RC955486698,USR000283,2026-03-05 05:33:50,25000,365,6.74,4,False,348,en,Android,T2,fixed.com
RC911268130,USR000587,2026-03-17 07:44:47,1000000,730,8.56,2,False,344,ta,Android,T2,stable_money
RC937395172,USR000587,2025-12-14 06:01:23,50000,180,8.54,4,False,83,ta,Android,T2,fixed.com
RC667772351,USR000587,2026-03-18 22:07:37,500000,365,8.56,5,False,390,ta,Android,T2,jar.app
RC995916065,USR000403,2025-07-30 09:45:19,10000,90,7.86,7,False,384,hi,iOS,T1,fixed.com
RC467519323,USR000269,2025-09-17 11:15:24,10000,1825,7.54,7,False,117,en,Android,T3,stable_money
RC610357676,USR000269,2026-01-06 16:15:45,250000,730,7.24,6,False,332,en,Android,T3,wint
RC425144681,USR000543,2026-02-20 12:47:55,10000,1825,6.77,8,False,256,te,Android,T2,stable_money
RC263356204,USR000543,2025-11-04 05:02:02,50000,90,7.96,7,False,76,te,Android,T2,fixed.com
RC127018620,USR000543,2025-12-07 18:29:15,500000,365,7.34,2,False,405,te,Android,T2,self_compared
RC435440703,USR000543,2025-12-31 14:46:21,100000,365,6.58,5,True,288,te,Android,T2,self_compared
RC566443235,USR000543,2026-02-01 20:58:00,100000,90,7.1,7,False,70,te,Android,T2,wint
RC881689120,USR000969,2026-03-07 00:46:09,10000,365,7.8,2,False,144,hi,Web-Desktop,T3,none
RC948246824,USR000969,2025-06-05 20:50:02,1000000,1825,8.56,6,True,40,hi,Web-Desktop,T3,fixed.com
RC758574950,USR000865,2025-10-17 02:40:49,25000,90,8.31,4,False,169,mr,Web-Mobile,T3,fixed.com
RC461386243,USR000865,2026-02-28 00:51:34,500000,90,7.11,7,True,389,mr,Web-Mobile,T3,fixed.com
RC582808083,USR000865,2025-09-17 08:35:16,100000,180,7.51,4,False,379,mr,Web-Mobile,T3,jar.app
RC888889697,USR000865,2025-12-04 08:36:27,250000,180,6.66,7,False,303,mr,Web-Mobile,T3,stable_money
RC219009739,USR000154,2025-10-25 18:54:18,25000,90,6.63,3,False,101,en,iOS,T1,wint
RC594237910,USR000154,2025-08-12 06:05:43,25000,365,7.93,6,True,171,en,iOS,T1,fixed.com
RC523421004,USR000154,2026-03-26 18:27:59,50000,1825,7.67,2,False,186,en,iOS,T1,none
RC532025437,USR000154,2025-11-07 07:36:03,25000,1825,8.46,5,False,31,en,iOS,T1,wint
RC380299280,USR000154,2026-02-04 21:19:48,500000,730,8.14,5,False,174,en,iOS,T1,wint
RC412060226,USR000154,2025-09-22 21:04:48,10000,1825,8.35,2,True,319,en,iOS,T1,jar.app
RC300072182,USR000340,2026-02-07 12:39:34,250000,90,7.84,4,False,399,kn,Android,T2,wint
RC944731062,USR000340,2025-12-18 15:39:52,10000,365,8.55,3,False,10,kn,Android,T2,none
RC467685172,USR000340,2025-11-17 00:55:16,100000,730,8.04,7,False,226,kn,Android,T2,stable_money
RC376030023,USR000340,2025-11-20 17:48:43,25000,365,7.63,6,False,258,kn,Android,T2,wint
RC296959286,USR000340,2026-02-14 19:19:30,100000,365,8.28,3,False,203,kn,Android,T2,self_compared
RC148333247,USR000978,2025-06-27 18:21:42,25000,730,8.28,2,False,322,en,Android,T2,wint
RC539824507,USR000978,2025-12-05 17:22:01,500000,1825,7.01,3,False,225,en,Android,T2,self_compared
RC437564113,USR000978,2026-03-05 07:48:20,10000,1825,7.8,7,False,259,en,Android,T2,jar.app
RC128280156,USR000009,2025-07-18 05:34:55,100000,90,6.86,3,True,71,en,Android,T1,fixed.com
RC525577996,USR000009,2025-12-13 16:28:59,100000,730,8.07,2,False,179,en,Android,T1,self_compared
RC577741594,USR000009,2025-06-09 21:55:21,50000,730,8.15,4,False,232,en,Android,T1,stable_money
RC157243286,USR000009,2025-10-12 11:57:55,1000000,1825,8.6,7,True,369,en,Android,T1,jar.app
RC556155039,USR000009,2026-02-12 21:28:02,50000,1825,7.46,3,False,45,en,Android,T1,jar.app
RC818270929,USR000718,2025-12-09 12:23:14,250000,1825,7.62,7,True,100,en,Android,T3,wint
RC101226154,USR000718,2025-06-14 04:27:54,250000,180,7.87,3,False,181,en,Android,T3,stable_money
RC445935814,USR000718,2025-07-03 09:12:47,10000,90,7.39,8,False,251,en,Android,T3,fixed.com
RC217206014,USR000718,2025-07-13 21:55:22,100000,90,7.63,2,False,196,en,Android,T3,fixed.com
RC481465799,USR000531,2025-09-29 10:25:40,1000000,90,6.69,5,False,235,en,Android,T3,self_compared
RC957436732,USR000531,2025-12-01 10:52:59,1000000,90,8.45,7,False,407,en,Android,T3,wint
RC813399770,USR000531,2025-09-03 08:15:57,25000,730,7.47,3,False,21,en,Android,T3,jar.app
RC356484802,USR000531,2025-09-28 17:29:43,50000,180,8.21,7,False,93,en,Android,T3,self_compared
RC885303602,USR000531,2025-10-26 17:13:36,100000,730,7.49,6,False,388,en,Android,T3,self_compared
RC120340851,USR000197,2025-07-05 01:55:23,500000,730,7.93,4,False,163,te,iOS,T2,self_compared
RC338901428,USR000197,2025-11-02 19:52:42,1000000,365,8.09,8,False,322,te,iOS,T2,stable_money
RC995269790,USR000239,2025-10-05 11:23:16,50000,90,8.48,4,False,366,en,iOS,T3,fixed.com
RC735587104,USR000239,2025-08-27 18:58:17,250000,1825,7.04,2,False,172,en,iOS,T3,fixed.com
RC779878704,USR000239,2025-12-06 11:51:44,250000,730,8.02,4,False,383,en,iOS,T3,wint
RC493708013,USR000239,2025-10-10 18:11:50,50000,90,8.59,4,False,248,en,iOS,T3,self_compared
RC194116661,USR000239,2025-09-15 19:18:36,500000,180,7.29,8,False,103,en,iOS,T3,wint
RC572142315,USR000572,2026-02-24 09:41:38,250000,180,6.69,8,False,390,hi,Web-Desktop,T1,none
RC797997398,USR000572,2025-11-11 17:46:08,500000,1825,8.58,8,True,235,hi,Web-Desktop,T1,fixed.com
RC585230725,USR000572,2025-08-23 13:59:01,100000,1825,8.21,3,False,240,hi,Web-Desktop,T1,self_compared
RC153804883,USR000171,2026-02-04 16:52:15,1000000,365,7.26,3,False,104,en,Android,T3,jar.app
RC927982530,USR000171,2025-09-13 13:48:07,250000,1825,8.06,7,True,123,en,Android,T3,stable_money
RC245204952,USR000171,2025-09-11 02:40:23,10000,90,8.56,7,True,227,en,Android,T3,wint
RC423016073,USR000171,2025-07-31 23:45:25,10000,1825,7.59,8,False,401,en,Android,T3,fixed.com
RC449654988,USR000171,2025-12-08 21:42:12,250000,730,7.37,8,False,154,en,Android,T3,self_compared
RC213616677,USR000171,2025-10-15 19:16:08,25000,365,7.25,5,False,140,en,Android,T3,stable_money
RC799628678,USR000301,2026-03-03 15:39:53,25000,1825,8.11,3,True,353,en,Web-Mobile,T2,wint
RC901987487,USR000301,2025-08-17 13:46:39,500000,90,8.27,7,False,194,en,Web-Mobile,T2,self_compared
RC226369755,USR000301,2025-09-08 05:39:01,500000,365,7.16,2,False,98,en,Web-Mobile,T2,self_compared
RC632695935,USR000301,2026-01-15 14:09:43,250000,730,7.53,4,False,29,en,Web-Mobile,T2,wint
RC236512912,USR000301,2025-06-26 06:53:23,1000000,180,7.87,5,False,204,en,Web-Mobile,T2,self_compared
RC847525322,USR000168,2025-08-25 07:01:21,1000000,365,8.22,8,False,233,hi,Android,T1,fixed.com
RC717683984,USR000168,2025-10-26 20:25:59,50000,730,8.44,4,False,100,hi,Android,T1,self_compared
RC786778403,USR000168,2026-02-27 15:24:40,500000,1825,7.66,8,False,203,hi,Android,T1,jar.app
RC457530163,USR000168,2026-02-08 12:13:36,10000,90,8.24,4,False,134,hi,Android,T1,jar.app
RC544692985,USR000168,2025-09-29 08:12:31,250000,730,8.05,5,False,79,hi,Android,T1,fixed.com
RC862434303,USR000168,2025-07-23 22:22:30,1000000,730,7.39,8,False,71,hi,Android,T1,fixed.com
RC834869428,USR000266,2025-10-21 13:37:09,250000,1825,6.56,6,False,246,en,Android,T1,wint
RC916957892,USR000266,2025-06-25 03:15:42,25000,90,7.5,2,False,337,en,Android,T1,stable_money
RC163106150,USR000266,2025-07-10 22:44:18,10000,730,7.07,8,False,136,en,Android,T1,wint
RC474294331,USR000266,2025-07-09 05:15:25,25000,1825,7.43,2,False,168,en,Android,T1,fixed.com
RC894556376,USR000266,2025-07-21 17:18:25,50000,1825,8.27,5,False,184,en,Android,T1,wint
RC573843884,USR000036,2025-12-27 17:28:33,250000,90,8.44,4,False,194,hi,Web-Desktop,T2,none
RC507832482,USR000036,2025-09-11 02:57:17,250000,1825,8.22,7,False,244,hi,Web-Desktop,T2,wint
RC866804985,USR000036,2026-01-30 08:48:21,500000,1825,7.94,6,False,286,hi,Web-Desktop,T2,stable_money
RC147156480,USR000036,2026-01-21 15:43:02,10000,730,6.54,3,False,28,hi,Web-Desktop,T2,none
RC454230549,USR000634,2026-02-03 15:21:34,1000000,180,7.0,8,False,223,kn,Android,T1,self_compared
RC992553189,USR000634,2025-09-05 03:10:27,50000,1825,8.09,4,False,159,kn,Android,T1,none
RC456749487,USR000634,2025-06-18 12:06:58,50000,365,7.54,6,False,178,kn,Android,T1,jar.app
RC391236917,USR000634,2025-06-14 19:37:31,250000,730,8.25,2,False,325,kn,Android,T1,fixed.com
RC489508645,USR000634,2025-07-04 07:20:33,50000,90,7.7,8,True,217,kn,Android,T1,fixed.com
RC561258798,USR000634,2026-03-11 11:03:43,1000000,180,6.5,8,False,282,kn,Android,T1,self_compared
RC513110924,USR000180,2026-02-24 14:28:38,500000,730,7.09,7,False,179,mr,Android,T2,stable_money
RC580551788,USR000180,2025-07-16 01:50:04,25000,730,7.18,7,False,369,mr,Android,T2,stable_money
RC364102761,USR000180,2025-06-14 10:48:41,10000,365,7.3,2,False,348,mr,Android,T2,wint
RC318314356,USR000180,2026-02-09 01:46:53,1000000,730,7.97,2,False,391,mr,Android,T2,jar.app
RC691207555,USR000180,2026-02-01 21:02:36,500000,365,8.51,2,False,155,mr,Android,T2,wint
RC209574890,USR000287,2025-06-02 14:52:18,10000,730,7.12,7,True,98,mr,Android,T3,wint
RC597617370,USR000690,2025-06-04 08:56:19,1000000,1825,7.51,8,False,113,kn,Web-Desktop,T1,stable_money
RC150124597,USR000690,2025-10-06 04:31:47,1000000,1825,7.99,8,False,316,kn,Web-Desktop,T1,wint
RC235317635,USR000880,2025-08-02 04:31:19,250000,180,7.13,5,False,177,en,Android,T3,wint
RC441629339,USR000880,2025-08-11 00:46:47,25000,180,7.13,6,False,186,en,Android,T3,fixed.com
RC786261305,USR000880,2025-08-11 04:55:13,10000,1825,8.41,4,False,90,en,Android,T3,jar.app
RC225070371,USR000276,2026-01-30 15:35:34,25000,1825,8.59,3,False,178,hi,iOS,T3,wint
RC955780114,USR000276,2025-06-15 20:24:31,250000,1825,7.42,7,False,108,hi,iOS,T3,stable_money
RC656531704,USR000276,2025-09-05 07:57:56,10000,180,7.15,7,False,25,hi,iOS,T3,wint
RC483392854,USR000276,2026-03-08 13:19:45,100000,365,6.95,4,True,401,hi,iOS,T3,none
RC536860143,USR000276,2026-03-03 08:55:23,25000,90,8.37,7,False,217,hi,iOS,T3,fixed.com
RC295259344,USR000276,2025-12-27 16:47:27,1000000,180,8.33,6,False,345,hi,iOS,T3,fixed.com
RC954369003,USR000220,2026-03-20 19:35:16,500000,90,6.96,2,False,347,hi,Android,T3,stable_money
RC562050000,USR000220,2026-02-07 10:15:49,1000000,730,6.87,2,False,320,hi,Android,T3,none
RC789647930,USR000220,2025-07-20 03:43:22,1000000,730,6.62,2,False,140,hi,Android,T3,stable_money
RC200705976,USR000902,2025-08-27 05:44:22,25000,365,8.49,3,True,293,bn,Web-Mobile,T2,none
RC439960775,USR000902,2025-06-17 13:06:55,250000,90,6.6,6,False,181,bn,Web-Mobile,T2,self_compared
RC868078441,USR000902,2025-10-18 09:10:31,25000,180,8.58,2,False,218,bn,Web-Mobile,T2,self_compared
RC683802454,USR000902,2026-01-20 08:59:00,1000000,90,7.18,5,False,247,bn,Web-Mobile,T2,jar.app
RC126759721,USR000902,2025-12-02 00:04:07,50000,180,7.63,2,False,53,bn,Web-Mobile,T2,fixed.com
RC101235310,USR000846,2025-11-10 14:53:07,10000,180,8.25,8,False,137,en,Android,T2,wint
RC699313906,USR000846,2025-06-24 08:44:14,25000,1825,7.83,3,False,71,en,Android,T2,jar.app
RC747371936,USR000846,2025-10-17 04:15:57,500000,365,6.87,6,True,249,en,Android,T2,stable_money
RC210109957,USR000846,2025-09-25 02:49:51,1000000,730,8.37,4,False,321,en,Android,T2,self_compared
