fd_id,user_id,partner_bank,product_type,principal_inr,tenor_days,interest_rate_pa,compounding,booked_at,maturity_date,maturity_amount,status,auto_renew,nominee_added,tds_applicable,source_channel,language_at_booking
FD836979900,USR000764,HDFC,TAX_SAVER_5Y,53300.0,1599,7.78,AT_MATURITY,2025-06-08 00:00:00,2029-10-24,71466.13,ACTIVE,True,False,True,Referral,en
FD835923715,USR000185,PUNB,SWEEP_FD,6400.0,993,8.9,AT_MATURITY,2025-04-24 00:00:00,2028-01-12,7949.62,ACTIVE,True,True,False,Referral,hi
FD204994592,USR000255,IDFC,REGULAR_FD,42900.0,7,8.11,MONTHLY,2025-02-06 00:00:00,2025-02-13,42966.72,ACTIVE,True,False,True,Direct,en
FD659244411,USR000270,PUNB,CALLABLE,772500.0,337,6.81,QUARTERLY,2026-01-24 00:00:00,2026-12-27,821071.63,ACTIVE,False,True,True,Direct,te
FD146427200,USR000999,AXIS,SWEEP_FD,18700.0,91,5.62,MONTHLY,2026-01-26 00:00:00,2026-04-27,18962.02,ACTIVE,False,True,False,Organic search,bn
FD323895774,USR000268,YESB,TAX_SAVER_5Y,81700.0,2524,6.33,AT_MATURITY,2025-12-05 00:00:00,2032-11-02,117462.04,ACTIVE,True,False,True,Direct,ta
FD656063573,USR000268,YESB,TAX_SAVER_5Y,49700.0,402,6.01,MONTHLY,2025-03-03 00:00:00,2026-04-09,52989.76,ACTIVE,True,True,True,Direct,ta
FD181708087,USR000268,YESB,CALLABLE,19500.0,46,6.62,AT_MATURITY,2026-03-19 00:00:00,2026-05-04,19662.69,ACTIVE,False,False,False,Direct,ta
FD436907125,USR000944,SBIN,TAX_SAVER_5Y,41400.0,1065,7.01,QUARTERLY,2025-09-21 00:00:00,2028-08-21,49867.89,ACTIVE,True,False,True,Influencer-YT,hi
FD877623908,USR000534,RBL,CALLABLE,21900.0,68,7.52,QUARTERLY,2025-02-15 00:00:00,2025-04-24,22206.82,PREMATURE_WITHDRAWN,False,True,False,Referral,hi
FD154160901,USR000477,KOTK,TAX_SAVER_5Y,418600.0,358,8.07,MONTHLY,2026-04-08 00:00:00,2027-04-01,451733.16,ACTIVE,True,True,True,Google Ads,hi
FD815627621,USR000304,RBL,SENIOR_CITIZEN,23700.0,2056,6.46,MONTHLY,2025-11-21 00:00:00,2031-07-09,32324.05,ACTIVE,False,True,False,Influencer-YT,bn
FD376930484,USR000316,HDFC,SWEEP_FD,47200.0,11,5.63,QUARTERLY,2026-04-30 00:00:00,2026-05-11,47280.08,ACTIVE,True,True,True,Email,te
FD895323018,USR000316,HDFC,SENIOR_CITIZEN,90400.0,29,6.37,AT_MATURITY,2026-03-18 00:00:00,2026-04-16,90857.52,ACTIVE,False,True,True,Email,te
FD109708836,USR000081,SBIN,SWEEP_FD,92600.0,164,7.06,QUARTERLY,2025-10-21 00:00:00,2026-04-03,95537.42,MATURED,False,True,True,Meta Ads,hi
FD484013430,USR000055,AXIS,REGULAR_FD,69200.0,66,7.35,MONTHLY,2025-07-14 00:00:00,2025-09-18,70119.7,ACTIVE,False,True,True,Referral,en
FD675107630,USR000055,AXIS,NON_CALLABLE,8700.0,75,7.83,QUARTERLY,2026-04-19 00:00:00,2026-07-03,8839.97,ACTIVE,True,True,False,Referral,en
FD575215388,USR000158,IDFC,REGULAR_FD,84400.0,2246,8.87,MONTHLY,2025-02-18 00:00:00,2031-04-14,130466.26,ACTIVE,True,True,True,Direct,en
FD268812464,USR000158,IDFC,SWEEP_FD,71200.0,1783,8.59,QUARTERLY,2025-11-23 00:00:00,2030-10-11,101076.63,PREMATURE_WITHDRAWN,True,False,True,Direct,en
FD419636394,USR000158,IDFC,NON_CALLABLE,176900.0,3139,8.68,QUARTERLY,2025-01-22 00:00:00,2033-08-27,308952.31,ACTIVE,False,True,True,Direct,en
FD979046775,USR000176,KOTK,SWEEP_FD,5400.0,89,6.09,AT_MATURITY,2025-01-18 00:00:00,2025-04-17,5480.19,ACTIVE,False,True,False,Direct,gu
FD590241403,USR000666,AXIS,NON_CALLABLE,17200.0,46,8.12,AT_MATURITY,2026-01-16 00:00:00,2026-03-03,17376.01,ACTIVE,False,True,False,Email,hi
FD375434616,USR000479,KOTK,CALLABLE,18100.0,278,8.0,QUARTERLY,2026-04-23 00:00:00,2027-01-26,19202.86,ACTIVE,False,False,False,WhatsApp,hi
FD755373966,USR000021,YESB,CALLABLE,66300.0,1359,7.75,QUARTERLY,2025-02-15 00:00:00,2028-11-05,85431.18,ACTIVE,True,True,True,Meta Ads,mr
FD378831760,USR000289,BARB,CALLABLE,84800.0,1878,6.1,AT_MATURITY,2025-07-03 00:00:00,2030-08-24,111415.12,ACTIVE,True,True,True,Referral,en
FD244810253,USR000635,BARB,REGULAR_FD,15600.0,28,6.51,QUARTERLY,2025-06-18 00:00:00,2025-07-16,15677.91,ACTIVE,False,True,False,Email,te
FD850019732,USR000111,KOTK,TAX_SAVER_5Y,21100.0,2839,6.39,MONTHLY,2025-06-25 00:00:00,2033-04-03,31587.11,ACTIVE,True,True,False,Influencer-IG,hi
FD901139400,USR000562,PUNB,NON_CALLABLE,14000.0,289,7.49,AT_MATURITY,2025-08-15 00:00:00,2026-05-31,14830.26,ACTIVE,False,False,False,Google Ads,kn
FD691215936,USR000416,BARB,NON_CALLABLE,9700.0,144,7.47,AT_MATURITY,2025-05-23 00:00:00,2025-10-14,9985.87,ACTIVE,True,True,False,Organic search,bn
FD591666924,USR000487,RBL,SENIOR_CITIZEN,397400.0,2890,7.31,MONTHLY,2025-12-20 00:00:00,2033-11-18,627411.85,PREMATURE_WITHDRAWN,False,True,True,WhatsApp,mr
FD396444486,USR000311,YESB,SWEEP_FD,13300.0,55,5.86,AT_MATURITY,2025-03-26 00:00:00,2025-05-20,13417.44,PREMATURE_WITHDRAWN,True,True,False,Google Ads,bn
FD946992082,USR000473,BARB,CALLABLE,64900.0,661,8.7,QUARTERLY,2025-03-10 00:00:00,2026-12-31,75125.22,ACTIVE,True,False,True,Referral,kn
FD505528084,USR000669,INDB,SENIOR_CITIZEN,11900.0,14,8.05,AT_MATURITY,2025-08-17 00:00:00,2025-08-31,11936.74,MATURED,False,True,False,Meta Ads,hi
FD503095049,USR000631,CANB,CALLABLE,38400.0,377,8.95,MONTHLY,2025-04-09 00:00:00,2026-04-21,41949.79,ACTIVE,False,True,False,Direct,hi
FD274313735,USR000456,HDFC,CALLABLE,12300.0,896,8.33,MONTHLY,2025-03-29 00:00:00,2027-09-11,14815.16,MATURED,False,True,False,Organic search,en
FD264976337,USR000979,CANB,NON_CALLABLE,89700.0,665,6.62,MONTHLY,2025-03-07 00:00:00,2027-01-01,100518.8,ACTIVE,True,True,True,Google Ads,te
FD411567907,USR000829,ICIC,SENIOR_CITIZEN,20500.0,2120,7.58,AT_MATURITY,2026-03-05 00:00:00,2031-12-24,29525.39,ACTIVE,False,True,False,Google Ads,mr
FD527743156,USR000374,KOTK,NON_CALLABLE,24300.0,175,8.22,QUARTERLY,2025-12-01 00:00:00,2026-05-25,25257.69,ACTIVE,False,True,False,Organic search,hi
FD959728607,USR000374,KOTK,SENIOR_CITIZEN,99200.0,59,8.01,AT_MATURITY,2025-02-10 00:00:00,2025-04-10,100484.41,ACTIVE,True,False,True,Organic search,hi
FD866808155,USR000025,BARB,REGULAR_FD,12200.0,626,7.74,QUARTERLY,2025-04-12 00:00:00,2026-12-29,13819.5,MATURED,True,True,False,WhatsApp,ml
FD876062220,USR000621,ICIC,NON_CALLABLE,18500.0,13,7.14,QUARTERLY,2026-01-29 00:00:00,2026-02-11,18547.05,ACTIVE,True,True,False,Organic search,hi
FD535374984,USR000118,KOTK,SENIOR_CITIZEN,24700.0,200,6.25,QUARTERLY,2026-04-01 00:00:00,2026-10-18,25545.89,ACTIVE,False,True,False,WhatsApp,hi
FD252194781,USR000118,KOTK,SENIOR_CITIZEN,157900.0,344,7.18,QUARTERLY,2026-03-13 00:00:00,2027-02-20,168584.94,ACTIVE,False,False,True,WhatsApp,hi
FD606683086,USR000324,AXIS,SWEEP_FD,496000.0,34,5.99,MONTHLY,2025-07-18 00:00:00,2025-08-21,498767.54,ACTIVE,True,True,True,Influencer-YT,te
FD121379636,USR000930,CANB,TAX_SAVER_5Y,461200.0,578,6.92,AT_MATURITY,2025-11-26 00:00:00,2027-06-27,511739.43,ACTIVE,False,True,True,Referral,en
FD717514983,USR000356,INDB,REGULAR_FD,67700.0,201,7.5,AT_MATURITY,2026-04-05 00:00:00,2026-10-23,70496.1,ACTIVE,False,True,True,Organic search,hi
FD732859885,USR000356,INDB,SENIOR_CITIZEN,1900200.0,2795,6.77,AT_MATURITY,2025-10-13 00:00:00,2033-06-08,2885292.31,PREMATURE_WITHDRAWN,False,True,True,Organic search,hi
FD814174975,USR000801,INDB,SENIOR_CITIZEN,784900.0,82,6.9,QUARTERLY,2025-05-25 00:00:00,2025-08-15,797067.03,ACTIVE,False,True,True,Influencer-YT,en
FD920004764,USR000801,INDB,SWEEP_FD,423500.0,53,5.99,QUARTERLY,2025-01-19 00:00:00,2025-03-13,427183.52,ACTIVE,False,True,True,Influencer-YT,en
